Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
444;15;9;Nany Dimata;Belgien;17;0;0;
445;15;22;Admir Mehmedi;Schweiz;5;1;0;
446;15;14;Divock Origi;Belgien;25;5;0;
447;15;18;Victor Osimhen;Nigeria;11;0;0;
448;16;1;René Adler;Deutschland;10;0;0;
449;16;0;Julian Bauer;Deutschland;0;0;0;
450;16;37;Finn Gilbert Dahmen;Deutschland;0;0;0;
451;16;22;Florian Müller;Deutschland;3;0;0;
452;16;27;Robin Zentner;Deutschland;15;0;0;
453;16;3;Leon Balogun;Nigeria;12;0;0;
454;16;16;Stefan Bell;Deutschland;22;1;0;
455;16;18;Daniel Brosinski;Deutschland;24;1;0;
456;16;26;Niko Bungert;Deutschland;0;0;0;
457;16;4;Abdou Diallo;Frankreich;23;2;0;
458;16;2;Giulio Donati;Italien;25;0;0;
459;16;42;Alexander Hack;Deutschland;9;1;0;
460;16;13;Marin Sverko;Kroatien;0;0;0;
461;16;5;Nigel de Jong;Niederlande;6;0;0;
462;16;25;Jean-Philippe Gbamin;Elfenbeinküste;24;0;0;
463;16;38;Gerrit Holtmann;Deutschland;14;2;0;
464;16;6;Danny Latza;Deutschland;26;2;0;
465;16;10;Alexandru Maxim;Rumänien;18;1;0;
466;16;8;Levin Öztunali;Deutschland;19;0;0;
467;16;7;Robin Quaison;Schweden;20;4;0;
468;16;5;Jose Rodriguez;Spanien;0;0;0;
469;16;23;Suat Serdar;Deutschland;22;2;0;
470;16;34;Bote Baku;Deutschland;0;0;0;
471;16;11;Emil Berggreen;Dänemark;13;4;0;
472;16;32;Pablo De Blasis;Argentinien;19;1;0;
473;16;19;Kenan Kodro;Bosnien-Herzegowina;8;0;0;
474;16;30;Heinz Mörschel;Deutschland;0;0;0;
475;16;9;Yoshinori Muto;Japan;23;7;0;
476;16;21;Karim Onisiwo;Österreich;5;0;0;
477;16;20;Anthony Ujah;Nigeria;8;0;0;
478;17;1;Timo Horn;Deutschland;28;0;0;
479;17;18;Thomas Kessler;Deutschland;0;0;0;
480;17;35;Sven Müller;Deutschland;0;0;0;
481;17;40;Yann Bisseck;Deutschland;3;0;0;
482;17;14;Jonas Hector;Deutschland;14;0;0;
483;17;3;Dominique Heintz;Deutschland;25;1;0;
484;17;23;Jannes-Kilian Horn;Deutschland;9;0;0;
485;17;24;Lukas Klünter;Deutschland;18;1;0;
486;17;27;Filip Kusic;Deutschland;1;0;0;
487;17;5;Dominic Maroh;Slowenien;8;0;0;
488;17;22;Mere;Spanien;17;1;0;
489;17;16;Pawel Olkowski;Polen;5;0;0;
490;17;4;Frederik Sörensen;Dänemark;26;2;0;
491;17;21;Leonardo Bittencourt;Deutschland;17;1;0;
492;17;17;Christian Clemens;Deutschland;10;1;0;
493;17;26;Chris Fuhrich;Deutschland;2;0;0;
494;17;6;Marco Höger;Deutschland;17;0;0;
495;17;8;Milos Jojic;Serbien;23;2;0;
496;17;41;Vincent Koziello;Frankreich;7;1;0;
497;17;33;Matthias Lehmann;Deutschland;20;0;0;
498;17;37;Anas Ouahim;Marokko;1;0;0;
499;17;20;Salih Ozcan;Deutschland;21;0;0;
500;17;38;Nikolas Terkelsen Nartey;Dänemark;1;0;0;
501;17;15;Jhon Cordoba;Kolumbien;13;0;0;
502;17;19;Sehrou Guirassy;Frankreich;15;4;0;
503;17;13;Yuya Osako;Japan;21;4;0;
504;17;39;Claudio Pizarro;Peru;11;1;0;
505;17;7;Marcel Risse;Deutschland;11;0;0;
506;17;9;Simon Terodde;Deutschland;9;5;0;
507;17;11;Simon Zoller;Deutschland;15;2;0;
508;18;30;Andreas Hirzel;Schweiz;0;0;0;
509;18;1;Christian Mathenia;Deutschland;24;0;0;
510;18;36;Tom Mickel;Deutschland;0;0;0;
511;18;13;Julian Pollersbeck;Deutschland;4;0;0;
512;18;46;Stephan Kofi Ambrosius;Deutschland;1;0;0;
513;18;38;Jonas Behounek;Deutschland;0;0;0;
514;18;2;Dennis Diekmeier;Deutschland;21;0;0;
515;18;28;Gideon Jung;Deutschland;25;1;0;
516;18;6;Douglas Santos;Brasilien;22;1;0;
517;18;5;Mergim Mavraj;Albanien;17;0;0;
518;18;22;Matthias Ostrzolek;Deutschland;0;0;0;
519;18;9;Kyriakos Papadopoulos;Griechenland;24;1;0;
520;18;24;Gotoku Sakai;Japan;22;0;0;
521;18;37;Young Jae Seo;Republik Korea (Südkorea);0;0;0;
522;18;22;Bjarne Thoelke;Deutschland;0;0;0;
523;18;4;Rick Van Drongelen;Niederlande;16;0;0;
524;18;20;Albin Ekdal;Schweden;13;0;0;
525;18;31;Mohamed Gouaida;Tunesien;1;0;0;
526;18;0;Mohamed Gouaida;Tunesien;1;0;0;
527;18;8;Lewis Holtby;Deutschland;10;2;0;
528;18;14;Aaron Hunt;Deutschland;23;1;0;
529;18;16;Vasilije Janjicic;Schweiz;7;0;0;
530;18;18;Bakery Jatta;Unbekannt;6;0;0;
531;18;17;Filip Kostic;Serbien;24;4;0;
532;18;27;Nicolai Müller;Deutschland;1;1;0;
533;18;23;Sejad Salihovic;Bosnien-Herzegowina;9;1;0;
534;18;12;Walace;Brasilien;18;1;0;
535;18;29;Ville Matti Steinmann;Deutschland;2;0;0;
536;18;47;Josha Vagnomann;Deutschland;1;0;0;
537;18;40;Jann-Fiete Arp;Deutschland;16;2;0;
538;18;39;Marco Drawz;Polen;0;0;0;
539;18;0;Marco Drawz;Polen;0;0;0;
540;18;11;André Hahn;Deutschland;23;3;0;
541;18;25;Mats Kohlert;Deutschland;0;0;0;
542;18;19;Sven Schipplock;Deutschland;10;0;0;
543;18;15;Luca Waldschmidt;Deutschland;15;0;0;
544;18;7;Bobby Shou Wood;Vereinigte Staaten;20;1;0;
545;19;1;Michael Rensing;Deutschland;3;0;0;
546;19;22;Thorsten Stuckmann;Deutschland;0;0;0;
547;19;38;Tim Wiesner;Deutschland;1;0;0;
548;19;30;Raphael Wolf;Deutschland;26;0;0;
549;19;5;Kaan Ayhan;Türkei;27;0;0;
550;19;13;Adam Bodzek;Deutschland;19;1;0;
551;19;32;Robin Bormuth;Deutschland;17;0;0;
552;19;23;Niko Gießelmann;Deutschland;28;1;0;
553;19;18;Gökhan Gül;Deutschland;0;0;0;
554;19;36;Anderson-Lenda Lucoqui;Deutschland;0;0;0;
555;19;0;Jean Ndecky;Senegal;0;0;0;
556;19;4;Julian Schauerte;Deutschland;14;0;0;
557;19;15;Lukas Schmitz;Deutschland;13;1;0;
558;19;39;Jean Zimmer;Deutschland;25;1;0;
559;19;14;Kaan Akca;Deutschland;0;0;0;
560;19;11;Axel Bellinghausen;Deutschland;1;0;0;
561;19;27;Taylan Duman;Deutschland;0;0;0;
562;19;7;Oliver Fink;Deutschland;22;0;0;
563;19;40;Kianz Gonzales Froese;Kanada;0;0;0;
564;19;3;Andre Hoffmann;Deutschland;20;2;0;
565;19;16;Havard Nielsen;Norwegen;18;0;0;
566;19;8;Jerome Julien Kiesewetter;Vereinigte Staaten;3;0;0;
567;19;24;Justin Toshiki Kinjo;Japan;0;0;0;
568;19;6;Florian Neuhaus;Deutschland;24;5;0;
569;19;31;Marcel Sobottka;Deutschland;27;4;0;
570;19;25;Genki Haraguchi;Japan;8;1;0;
571;19;28;Rouwen Hennings;Deutschland;28;11;0;
572;19;21;Emir Kujovic;Schweden;19;2;0;
573;19;19;Davor Lovren;Kroatien;11;1;0;
574;19;35;Karlo Majic;Kroatien;0;0;0;
575;19;9;Benito Raman;Belgien;23;9;0;
576;19;33;Takashi Usami;Japan;23;6;0;
577;20;24;Fabian Bredlow;Deutschland;17;0;0;
578;20;1;Thorsten Kirschbaum;Deutschland;11;0;0;
579;20;30;Johannes Kreidl;Österreich;0;0;0;
580;20;4;Ewerton;Brasilien;26;1;0;
581;20;2;Miso Brecko;Slowenien;5;0;0;
582;20;3;Ulisses Alexandre Garcia;Schweiz;2;0;0;
583;20;20;Lukas Jager;Österreich;0;0;0;
584;20;23;Tim Leibold;Deutschland;27;2;0;
585;20;34;Dennis Lippert;Deutschland;0;0;0;
586;20;38;Eduard Löwen;Deutschland;26;4;0;
587;20;33;Georg Margreitter;Österreich;18;2;0;
588;20;28;Lukas Muhl;Deutschland;13;0;0;
589;20;6;Laszlo Sepsi;Rumänien;1;0;0;
590;20;37;Enis Alushi;Unbekannt;0;0;0;
591;20;18;Hanno Behrens;Deutschland;28;10;0;
592;20;29;Patrick Erras;Deutschland;20;1;0;
593;20;35;Alexander Fuchs;Deutschland;2;0;0;
594;20;8;Lucas Hufnagel;Georgien;6;0;0;
595;20;17;Sebastian Kerk;Deutschland;3;0;0;
596;20;14;Kevin Möhwald;Deutschland;25;6;0;
597;20;31;Ondrej Petrak;Tschechien;18;0;0;
598;20;7;Edgar Salli;Kamerun;21;1;0;
599;20;15;Marvin Stefaniak;Deutschland;7;0;0;
600;20;22;Enrico Valentini;Italien;27;0;0;
601;20;13;Tobias Werner;Deutschland;20;2;0;
602;20;9;Mikael Ishak;Schweden;22;12;0;
603;20;21;Federico Palacios-Martinez;Deutschland;8;0;0;
604;20;11;Adam Zrelak;Slowakei;8;0;0;
605;21;18;Kenneth Kronholm;Vereinigte Staaten;27;0;0;
606;21;34;Lukas Kruse;Deutschland;1;0;0;
607;21;1;Bernd Schipmann;Deutschland;0;0;0;
608;21;5;Rafael Czichos;Deutschland;26;2;0;
609;21;7;Sebastian Heidinger;Deutschland;9;0;0;
610;21;19;Patrick Herrmann;Deutschland;25;0;0;
611;21;4;Niklas Hoheneder;Österreich;5;0;0;
612;21;6;David Kinsombi;Deutschland;26;4;0;
613;21;16;Christopher Lenz;Deutschland;7;0;0;
614;21;3;Dominik Schmidt;Deutschland;27;1;0;
615;21;2;Arne Sicker;Deutschland;0;0;0;
616;21;15;Johannes van den Bergh;Deutschland;21;0;0;
617;21;31;Max Besuschkow;Deutschland;1;0;0;
618;21;8;Alexander Bieler;Deutschland;27;2;0;
619;21;29;Amara Conde;Deutschland;6;0;0;
620;21;23;Luca Dürholtz;Deutschland;0;0;0;
621;21;20;Joel Gerezgiher;Deutschland;0;0;0;
622;21;11;Manuel Janzer;Deutschland;4;1;0;
623;21;22;Atakan Karazor;Deutschland;2;0;0;
624;21;17;Steven Lewerenz;Deutschland;25;4;0;
625;21;13;Dominic Peitz;Deutschland;25;1;0;
626;21;27;Kingsley Schindler;Ghana;28;9;0;
627;21;21;Tim Siedschlag;Deutschland;2;0;0;
628;21;9;Tom Weilandt;Deutschland;13;1;0;
629;21;28;Noah Awuku;Deutschland;0;0;0;
630;21;24;Dominick Drexler;Deutschland;27;11;0;
631;21;10;Marvin Ducksch;Deutschland;28;15;0;
632;21;14;Aaron Seydel;Deutschland;20;1;0;
633;22;24;Fabijan Buntic;Deutschland;0;0;0;
634;22;1;Orjan Nyland;Norwegen;25;0;0;
635;22;2;Frederic Ananou;Deutschland;1;0;0;
636;22;27;Lukas Gerlspeck;Deutschland;0;0;0;
637;22;33;Florent Hadergjonaj;Schweiz;2;0;0;
638;22;3;Tobias Levels;Deutschland;20;0;0;
639;22;34;Marvin Matip;Kamerun;28;1;0;
640;22;26;Phil Neumann;Deutschland;2;0;0;
641;22;4;Paulo Otavio;Brasilien;8;0;0;
642;22;28;Christian Träsch;Deutschland;21;1;0;
643;22;25;Hauke Finn Wahl;Deutschland;24;3;0;
644;22;5;Max Christiansen;Deutschland;11;0;0;
645;22;8;Almog Cohen;Israel;21;2;0;
646;22;7;Patrick Ebert;Deutschland;4;0;0;
647;22;19;Marcel Gaus;Deutschland;23;1;0;
648;22;10;Sonny Kittel;Deutschland;27;9;0;
649;22;6;Alfredo Morales;Vereinigte Staaten;25;4;0;
650;22;30;Thomas Pledl;Deutschland;25;4;0;
651;22;21;Tobias Schröck;Deutschland;19;1;0;
652;22;37;Patrick Sussek;Deutschland;0;0;0;
653;22;17;Maximilian Thalhammer;Deutschland;3;0;0;
654;22;23;Ryoma Watanabe;Japan;0;0;0;
655;22;9;Moritz Hartmann;Deutschland;11;0;0;
656;22;20;Stefan Kutschke;Deutschland;25;5;0;
657;22;7;Mathew Leckie;Australien;0;0;0;
658;22;13;Robert Leipertz;Deutschland;19;3;0;
659;22;14;Stefan Lex;Deutschland;8;0;0;
660;22;11;Dario Lezcano;Paraguay;21;6;0;
661;23;26;Bastian Lerch;Deutschland;0;0;0;
662;23;1;Philipp Pentke;Deutschland;26;0;0;
663;23;32;Alexander Weidinger;Deutschland;0;0;0;
664;23;33;André Weis;Deutschland;2;0;0;
665;23;5;Benedikt Gimber;Deutschland;21;1;0;
666;23;17;Oliver Hein;Deutschland;0;0;0;
667;23;7;Marcel Hofrath;Deutschland;7;0;0;
668;23;13;Sven Kopp;Deutschland;0;0;0;
669;23;28;Sebastian Nachreiner;Deutschland;26;0;0;
670;23;3;Alexander Nandzik;Deutschland;25;0;0;
671;23;5;Ali Obadas;Türkei;0;0;0;
672;23;16;Markus Palionis;Litauen;3;0;0;
673;23;4;Asger Sorensen;Dänemark;21;0;0;
674;23;8;Andreas Geipl;Deutschland;18;0;0;
675;23;9;Jann George;Deutschland;24;4;0;
676;23;31;Uwe Hesse;Deutschland;1;0;0;
677;23;27;Kevin Hoffmann;Deutschland;0;0;0;
678;23;10;Marvin Knoll;Deutschland;27;7;0;
679;23;18;Marc Lais;Deutschland;26;2;0;
680;23;6;Benedikt Saller;Deutschland;23;0;0;
681;23;23;Sargis Adamyan;Armenien;27;4;0;
682;23;25;Hamadi Al Ghaddioui;Deutschland;4;0;0;
683;23;11;Sebastian Freis;Deutschland;5;0;0;
684;23;15;Marco Grüttner;Deutschland;28;11;0;
685;23;29;Joshua Mees;Deutschland;18;5;0;
686;23;21;Jonas Nietfeld;Deutschland;25;5;0;
687;23;22;Sebastian Stolze;Deutschland;22;3;0;
688;23;20;Albion Vrenezi;Unbekannt;13;0;0;
689;26;32;Felix Dornebusch;Deutschland;9;0;0;
690;26;30;Martin Kompalla;Polen;0;0;0;
691;26;38;Florian Kraft;Deutschland;0;0;0;
692;26;1;Manuel Riemann;Deutschland;21;0;0;
693;26;31;Tom Baack;Deutschland;0;0;0;
694;26;25;Jannik Bandowski;Deutschland;5;1;0;
695;26;21;Stefano Celozzi;Deutschland;25;0;0;
696;26;19;Patrick Fabian;Deutschland;16;0;0;
697;26;18;Jan Gyamerah;Deutschland;21;0;0;
698;26;29;Maxim Leitsch;Deutschland;10;0;0;
699;26;4;Simon Lorenz;Deutschland;0;0;0;
700;26;24;Timo Perthel;Deutschland;0;0;0;
701;26;3;Danilo Teodoro Soares;Brasilien;26;0;0;
702;26;10;Thomas Eisfeld;Deutschland;14;1;0;
703;26;6;Luke Hemmerich;Deutschland;7;0;0;
704;26;2;Tim Hoogland;Deutschland;22;0;0;
705;26;20;Vitaly Janelt;Deutschland;13;0;0;
706;26;8;Anthony Losilla;Frankreich;26;0;0;
707;26;14;Philipp Ochs;Deutschland;3;0;0;
708;26;26;Gorkem Saglam;Deutschland;4;0;0;
709;26;13;Sidney Sam;Deutschland;18;0;0;
710;26;22;Kevin Stöger;Österreich;25;3;0;
711;26;23;Robert Tesche;Deutschland;13;1;0;
712;26;28;Ulrich Bapoh;Deutschland;0;0;0;
713;26;7;Selim Gündüz;Türkei;15;0;0;
714;26;16;Lukas Hinterseer;Österreich;26;11;0;
715;26;17;Robbie Kruse;Australien;25;5;0;
716;26;11;Janni Serra;Deutschland;7;0;0;
717;26;9;Johannes Wurtz;Deutschland;23;0;0;
718;24;40;Baboucarr Gaye;Deutschland;0;0;0;
719;24;1;Stefan Ortega;Deutschland;28;0;0;
720;24;33;Nikolai Rehnen;Deutschland;0;0;0;
721;24;13;Julian Börner;Deutschland;26;4;0;
722;24;23;Florian Dick;Deutschland;19;1;0;
723;24;28;Florian Hartherz;Deutschland;27;3;0;
724;24;11;Stephan Salger;Deutschland;15;0;0;
725;24;0;Günther Schäfer;Deutschland;0;0;0;
726;24;4;Nils Teixeira;Deutschland;9;0;0;
727;24;31;Henri Weigelt;Deutschland;3;0;0;
728;24;3;Brian Behrendt;Österreich;19;1;0;
729;24;34;Can Hayri Ozkan;Deutschland;1;0;0;
730;24;17;Christoph Hemlein;Deutschland;24;0;0;
731;24;27;Konstantin Kerschbaumer;Österreich;26;8;0;
732;24;19;Manuel Prietl;Österreich;26;0;0;
733;24;6;Tom Schütz;Deutschland;21;3;0;
734;24;37;Cerruti Siya;Deutschland;0;0;0;
735;24;32;Keanu Staude;Deutschland;23;2;0;
736;24;5;David Ulm;Frankreich;0;0;0;
737;24;16;Sören Brandy;Deutschland;9;1;0;
738;24;9;Fabian Klos;Deutschland;27;3;0;
739;24;22;Roberto Massimo;Italien;1;0;0;
740;24;10;Christopher Nöthe;Deutschland;1;0;0;
741;24;29;Putaro;Deutschland;17;2;0;
742;24;18;Nils Quaschner;Deutschland;4;0;0;
743;24;21;Andreas Voglsammer;Deutschland;28;10;0;
744;24;7;Patrick Weihrauch;Deutschland;26;3;0;
745;25;30;Valentino Jovic;Bosnien-Herzegowina;0;0;0;
746;25;1;Goran Karacic;Bosnien-Herzegowina;0;0;0;
747;25;39;Dominik Machmeier;Deutschland;0;0;0;
748;25;16;Marcel Schuhen;Deutschland;29;0;0;
749;25;33;Rick Wulle;Deutschland;0;0;0;
750;25;36;Ken Gipson;Deutschland;3;0;0;
751;25;14;Tim Kister;Deutschland;20;0;0;
752;25;24;Philipp Klingmann;Deutschland;19;2;0;
753;25;34;Tim Knipping;Deutschland;28;1;0;
754;25;19;Leart Paqarda;Unbekannt;26;3;0;
755;25;4;Damian Roßbach;Deutschland;1;0;0;
756;25;5;Marcel Seegert;Deutschland;8;0;0;
757;25;29;Sahin Aygünes;Türkei;8;1;0;
758;25;8;Nejmeddin Daghfous;Deutschland;26;1;0;
759;25;28;Philipp Förster;Deutschland;24;2;0;
760;25;9;Rurik Gislason;Island;11;3;0;
761;25;26;Ali Ibrahimaj;Deutschland;6;0;0;
762;25;27;Maximilian Jansen;Deutschland;19;0;0;
763;25;23;Markus Karl;Deutschland;23;0;0;
764;25;31;Stefan Kulovits;Österreich;9;0;0;
765;25;6;Denis Linsmayer;Deutschland;26;1;0;
766;25;21;Manuel Stiefler;Deutschland;18;2;0;
767;25;22;Korbinian Vollmann;Deutschland;8;0;0;
768;25;11;Eroll Zeynullahu;Unbekannt;12;0;0;
769;25;38;Mirco Born;Deutschland;0;0;0;
770;25;37;Julian Maurice Derstroff;Deutschland;15;1;0;
771;25;18;Robert Herrmann;Deutschland;1;0;0;
772;25;10;Richard Sukuta-Pasu;Deutschland;22;6;0;
773;25;20;José Pierre Vunguidica;Angola;8;0;0;
774;25;7;Andrew Wooten;Vereinigte Staaten;3;1;0;
775;25;25;Haji Wright;Vereinigte Staaten;15;1;0;
776;32;30;Sascha Burchert;Deutschland;19;0;0;
777;32;1;Marius Funk;Deutschland;1;0;0;
778;32;25;Timo Königsmann;Deutschland;0;0;0;
779;32;24;Balazs Megyeri;Ungarn;9;0;0;
780;32;26;Korbinian Burger;Deutschland;0;0;0;
781;32;13;Marco Caligiuri;Deutschland;28;3;0;
782;32;4;Lukas Gugganig;Österreich;21;1;0;
783;32;19;Roberto Hilbert;Deutschland;18;1;0;
784;32;5;Richard Magyar;Schweden;16;2;0;
785;32;22;Mario Maloca;Kroatien;26;2;0;
786;32;21;Khaled Narey;Deutschland;29;6;0;
787;32;35;Dominik Schad;Deutschland;1;0;0;
788;32;38;Dominik Sollfrank;Deutschland;0;0;0;
789;32;3;Maximilian Wittek;Deutschland;28;4;0;
790;32;7;Levent Aycicek;Deutschland;18;0;0;
791;32;29;Tolcay Cigerci;Deutschland;8;0;0;
792;32;27;Christian Derflinger;Österreich;0;0;0;
793;32;15;Sebastian Ernst;Deutschland;17;1;0;
794;32;10;Jürgen Gjasula;Albanien;22;2;0;
795;32;34;Alexandros Kartalis;Griechenland;0;0;0;
796;32;18;Benedikt Kirsch;Deutschland;2;0;0;
797;32;20;Matti Langer;Deutschland;1;0;0;
798;32;33;Nik Omladic;Slowenien;4;1;0;
799;32;16;Adam Jozsef Pinter;Ungarn;10;0;0;
800;32;39;David Raum;Deutschland;17;1;0;
801;32;23;Sercan Sararer;Türkei;0;0;0;
802;32;40;Patrick Sontheimer;Deutschland;15;0;0;
803;32;31;Daniel Steininger;Deutschland;17;2;0;
804;32;11;Uffe Bech;Dänemark;2;0;0;
805;32;9;Serdar Dursun;Türkei;23;2;0;
806;32;8;Julian Green;Vereinigte Staaten;20;2;0;
807;32;6;Kaylen Hinds;England;0;0;0;
808;32;14;Mathis Bolly;Elfenbeinküste;0;0;0;
809;32;17;Fabian Reese;Deutschland;10;0;0;
810;27;28;Daniel Davari;Iran;0;0;0;
811;27;1;Mark Flekken;Niederlande;28;0;0;
812;27;22;Daniel Zeaiter;Libanon;1;0;0;
813;27;5;Branimir Bajic;Bosnien-Herzegowina;3;0;0;
814;27;18;Thomas Blomeyer;Deutschland;4;0;0;
815;27;4;Dustin Bomheuer;Deutschland;25;1;0;
816;27;3;Enis Hajri;Tunesien;23;0;0;
817;27;31;Marius Kruger;Deutschland;0;0;0;
818;27;21;Pascal Kubina;Polen;0;0;0;
819;27;6;Gerrit Nauber;Deutschland;28;0;0;
820;27;27;Dan-Patrick Poggenberg;Deutschland;5;0;0;
821;27;17;Kevin Wolze;Deutschland;27;7;0;
822;27;14;Tim Albutat;Deutschland;13;0;0;
823;27;15;Lukas Daschner;Deutschland;7;0;0;
824;27;26;Ahmet Engin;Deutschland;23;2;0;
825;27;29;Tugrul Erat;Aserbaidschan;8;0;0;
826;27;16;Lukas Frode;Deutschland;25;1;0;
827;27;30;Christian Gartner;Österreich;3;0;0;
828;27;19;Nico Klotz;Deutschland;8;0;0;
829;27;20;Cauly Oliveira Souza;Brasilien;22;5;0;
830;27;23;Fabian Schnellhardt;Deutschland;24;0;0;
831;27;33;Moritz Stoppelkamp;Deutschland;26;7;0;
832;27;7;Andreas Wiegel;Deutschland;6;0;0;
833;27;11;Stanislav Iljutcenko;Deutschland;25;6;0;
834;27;10;Kingsley Onuegbu;Nigeria;25;2;0;
835;27;24;Boris Tashchy;Ukraine;26;9;0;
836;28;33;Svend Brodersen;Deutschland;0;0;0;
837;28;1;Philipp Heerwagen;Deutschland;0;0;0;
838;28;30;Robin Himmelmann;Deutschland;28;0;0;
839;28;15;Daniel Buballa;Deutschland;26;0;0;
840;28;8;Jeremy Dudziak;Deutschland;22;1;0;
841;28;16;Marc Hornschuh;Deutschland;6;0;0;
842;28;27;Jan-Philipp Kalla;Deutschland;7;0;0;
843;28;5;Joel Keller;Schweiz;0;0;0;
844;28;35;Brian Koglin;Deutschland;0;0;0;
845;28;2;Clemens Schoppenhauer;Deutschland;2;0;0;
846;28;3;Lasse Sobiech;Deutschland;21;3;0;
847;28;19;Luca-Milan Zander;Deutschland;18;0;0;
848;28;4;Philipp Ziereis;Deutschland;4;0;0;
849;28;6;Christopher Avevor;Deutschland;27;1;0;
850;28;10;Christopher Buchtmann;Deutschland;13;4;0;
851;28;37;Kyoung Rok Choi;Republik Korea (Südkorea);2;0;0;
852;28;23;Johannes Flum;Deutschland;26;2;0;
853;28;13;Ryo Miyaichi;Japan;0;0;0;
854;28;14;Mats Möller Daehli;Norwegen;16;0;0;
855;28;7;Bernd Nehrig;Deutschland;23;0;0;
856;28;20;Richard Neudecker;Deutschland;14;3;0;
857;28;39;Yiyoung Park;Republik Korea (Südkorea);9;0;0;
858;28;22;Cenk Sahin;Türkei;20;2;0;
859;28;28;Waldemar Sobota;Polen;24;4;0;
860;28;42;Thibaud Verlinden;Belgien;0;0;0;
861;28;41;Ersin Zehir;Deutschland;0;0;0;
862;28;11;Sami Allagui;Tunesien;27;4;0;
863;28;9;Aziz Bouhaddouz;Marokko;22;3;0;
864;28;45;Dimitris Diamantakos;Griechenland;5;0;0;
865;28;31;Maurice Litka;Deutschland;10;0;0;
866;28;29;Jan-Marc Schneider;Deutschland;13;2;0;
867;29;12;Jakob Busk;Dänemark;19;0;0;
868;29;1;Daniel Mesenhöler;Deutschland;9;0;0;
869;29;20;Lennart Moser;Deutschland;0;0;0;
870;29;5;Marvin Friedrich;Deutschland;7;1;0;
871;29;13;Peter Kurzweg;Deutschland;3;1;0;
